subj,session,wave,dmcc,twinpair,is_mc_mi,is_mc_mi_cotwin,is_mi_mc,is_mi_mc_cotwin,is_mc_mi_retest,is_mc_mi_retest_cotwin,is_ispc_retest,is_ispc_retest_cotwin
182436,reactive,wave1,2,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
197449,reactive,wave1,2,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
203418,reactive,wave1,2,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
204319,reactive,wave1,2,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
233326,reactive,wave1,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
300618,reactive,wave1,2,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
317332,reactive,wave1,2,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
346945,reactive,wave1,2,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
393550,reactive,wave1,2,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
432332,reactive,wave1,2,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
448347,reactive,wave1,2,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
562345,reactive,wave1,2,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
580650,reactive,wave1,2,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
594156,reactive,wave1,2,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
601127,reactive,wave1,2,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
672756,reactive,wave1,2,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
729254,reactive,wave1,2,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
765864,reactive,wave1,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
814649,reactive,wave1,2,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
843151,reactive,wave1,2,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
849971,reactive,wave1,2,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
873968,reactive,wave1,2,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
877168,reactive,wave1,2,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
882161,reactive,wave1,2,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC0472647,reactive,wave1,2,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DMCC1328342,reactive,wave1,2,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC1596165,reactive,wave1,2,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC1624043,reactive,wave1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DMCC1971064,reactive,wave1,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DMCC2442951,reactive,wave1,2,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC2560452,reactive,wave1,2,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DMCC2609759,reactive,wave1,2,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC2803654,reactive,wave1,2,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
DMCC2834766,reactive,wave1,2,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC3062542,reactive,wave1,2,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DMCC3091953,reactive,wave1,2,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
DMCC3876181,reactive,wave1,2,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC3963378,reactive,wave1,2,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DMCC4191255,reactive,wave1,2,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC4260551,reactive,wave1,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DMCC4368773,reactive,wave1,2,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DMCC4854984,reactive,wave1,2,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DMCC5009144,reactive,wave1,2,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
DMCC5065053,reactive,wave1,2,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DMCC5195268,reactive,wave1,2,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
DMCC5244053,reactive,wave1,2,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC5775387,reactive,wave1,2,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
DMCC5820265,reactive,wave1,2,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC6418065,reactive,wave1,2,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
DMCC6484785,reactive,wave1,2,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC6627478,reactive,wave1,2,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
DMCC6671683,reactive,wave1,2,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DMCC6705371,reactive,wave1,2,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC6721369,reactive,wave1,2,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC6904377,reactive,wave1,2,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DMCC6960387,reactive,wave1,2,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DMCC7921988,reactive,wave1,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DMCC8033964,reactive,wave1,2,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC8050964,reactive,wave1,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DMCC8078683,reactive,wave1,2,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DMCC8214059,reactive,wave1,2,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DMCC8260571,reactive,wave1,2,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC8760894,reactive,wave1,2,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DMCC9441378,reactive,wave1,2,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC9478705,reactive,wave1,2,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC9850294,reactive,wave1,2,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DMCC9953810,reactive,wave1,2,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
115825,baseline,wave2,3,17,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
130518,baseline,wave2,3,23,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
132017,baseline,wave2,3,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
155938,baseline,wave2,3,35,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
171330,baseline,wave2,3,19,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
178243,baseline,wave2,3,17,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
178647,baseline,wave2,3,16,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
182436,baseline,wave2,3,16,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
197449,baseline,wave2,3,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
203418,baseline,wave2,3,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
250427,baseline,wave2,3,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
393550,baseline,wave2,3,19,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
448347,baseline,wave2,3,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
562345,baseline,wave2,3,23,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
657659,baseline,wave2,3,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
672756,baseline,wave2,3,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
849971,baseline,wave2,3,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
877168,baseline,wave2,3,18,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
882161,baseline,wave2,3,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
DMCC1328342,baseline,wave2,3,29,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
DMCC1596165,baseline,wave2,3,11,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
DMCC2442951,baseline,wave2,3,28,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
DMCC2609759,baseline,wave2,3,30,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
DMCC2803654,baseline,wave2,3,21,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
DMCC2834766,baseline,wave2,3,20,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
DMCC3091953,baseline,wave2,3,14,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
DMCC3876181,baseline,wave2,3,31,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
DMCC4191255,baseline,wave2,3,22,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
DMCC5195268,baseline,wave2,3,24,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
DMCC5244053,baseline,wave2,3,32,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
DMCC5775387,baseline,wave2,3,26,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
DMCC5820265,baseline,wave2,3,14,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
DMCC6371570,baseline,wave2,3,27,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
DMCC6484785,baseline,wave2,3,10,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
DMCC6627478,baseline,wave2,3,28,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
DMCC6661074,baseline,wave2,3,25,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
DMCC6705371,baseline,wave2,3,25,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
DMCC6721369,baseline,wave2,3,26,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
DMCC8033964,baseline,wave2,3,24,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
DMCC8260571,baseline,wave2,3,12,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
DMCC8760894,baseline,wave2,3,32,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
DMCC9441378,baseline,wave2,3,27,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
DMCC9478705,baseline,wave2,3,21,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
115825,proactive,wave2,3,17,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
130518,proactive,wave2,3,23,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
132017,proactive,wave2,3,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
155938,proactive,wave2,3,35,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
161832,proactive,wave2,3,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
171330,proactive,wave2,3,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
178243,proactive,wave2,3,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
178647,proactive,wave2,3,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
182436,proactive,wave2,3,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
197449,proactive,wave2,3,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
203418,proactive,wave2,3,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
250427,proactive,wave2,3,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
393550,proactive,wave2,3,19,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
448347,proactive,wave2,3,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
562345,proactive,wave2,3,23,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
657659,proactive,wave2,3,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
672756,proactive,wave2,3,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
849971,proactive,wave2,3,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
877168,proactive,wave2,3,18,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
882161,proactive,wave2,3,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DMCC1328342,proactive,wave2,3,29,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DMCC1596165,proactive,wave2,3,11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DMCC2442951,proactive,wave2,3,28,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DMCC2609759,proactive,wave2,3,30,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DMCC2803654,proactive,wave2,3,21,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DMCC2834766,proactive,wave2,3,20,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DMCC3091953,proactive,wave2,3,14,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DMCC3876181,proactive,wave2,3,31,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DMCC4191255,proactive,wave2,3,22,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DMCC5009144,proactive,wave2,3,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DMCC5195268,proactive,wave2,3,24,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DMCC5244053,proactive,wave2,3,32,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DMCC5775387,proactive,wave2,3,26,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DMCC5820265,proactive,wave2,3,14,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DMCC6371570,proactive,wave2,3,27,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DMCC6484785,proactive,wave2,3,10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DMCC6627478,proactive,wave2,3,28,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DMCC6661074,proactive,wave2,3,25,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DMCC6705371,proactive,wave2,3,25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DMCC6721369,proactive,wave2,3,26,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DMCC8033964,proactive,wave2,3,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DMCC8260571,proactive,wave2,3,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DMCC9441378,proactive,wave2,3,27,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DMCC9478705,proactive,wave2,3,21,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
115825,reactive,wave2,3,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
130518,reactive,wave2,3,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
132017,reactive,wave2,3,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
155938,reactive,wave2,3,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
171330,reactive,wave2,3,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
178243,reactive,wave2,3,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
178647,reactive,wave2,3,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
182436,reactive,wave2,3,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
197449,reactive,wave2,3,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
203418,reactive,wave2,3,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
250427,reactive,wave2,3,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
393550,reactive,wave2,3,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
448347,reactive,wave2,3,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
562345,reactive,wave2,3,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
657659,reactive,wave2,3,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
672756,reactive,wave2,3,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
849971,reactive,wave2,3,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
877168,reactive,wave2,3,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
882161,reactive,wave2,3,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC1328342,reactive,wave2,3,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC1596165,reactive,wave2,3,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC2442951,reactive,wave2,3,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC2609759,reactive,wave2,3,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC2803654,reactive,wave2,3,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
DMCC2834766,reactive,wave2,3,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC3091953,reactive,wave2,3,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
DMCC3876181,reactive,wave2,3,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC4191255,reactive,wave2,3,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC5009144,reactive,wave2,3,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
DMCC5195268,reactive,wave2,3,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
DMCC5244053,reactive,wave2,3,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC5775387,reactive,wave2,3,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
DMCC5820265,reactive,wave2,3,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC6371570,reactive,wave2,3,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DMCC6418065,reactive,wave2,3,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
DMCC6484785,reactive,wave2,3,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC6627478,reactive,wave2,3,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
DMCC6661074,reactive,wave2,3,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DMCC6705371,reactive,wave2,3,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC6721369,reactive,wave2,3,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC8033964,reactive,wave2,3,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC8260571,reactive,wave2,3,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC9441378,reactive,wave2,3,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DMCC9478705,reactive,wave2,3,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
